ZCTA5 94102!!Median income (dollars)!!Estimate,ZCTA5 94103!!Median income (dollars)!!Estimate,ZCTA5 94104!!Median income (dollars)!!Estimate,ZCTA5 94105!!Median income (dollars)!!Estimate,ZCTA5 94107!!Median income (dollars)!!Estimate,ZCTA5 94108!!Median income (dollars)!!Estimate,ZCTA5 94109!!Median income (dollars)!!Estimate,ZCTA5 94110!!Median income (dollars)!!Estimate,ZCTA5 94111!!Median income (dollars)!!Estimate,ZCTA5 94112!!Median income (dollars)!!Estimate,ZCTA5 94114!!Median income (dollars)!!Estimate,ZCTA5 94115!!Median income (dollars)!!Estimate,ZCTA5 94116!!Median income (dollars)!!Estimate,ZCTA5 94117!!Median income (dollars)!!Estimate,ZCTA5 94118!!Median income (dollars)!!Estimate,ZCTA5 94121!!Median income (dollars)!!Estimate,ZCTA5 94122!!Median income (dollars)!!Estimate,ZCTA5 94123!!Median income (dollars)!!Estimate,ZCTA5 94124!!Median income (dollars)!!Estimate,ZCTA5 94127!!Median income (dollars)!!Estimate,ZCTA5 94128!!Median income (dollars)!!Estimate,ZCTA5 94129!!Median income (dollars)!!Estimate,ZCTA5 94130!!Median income (dollars)!!Estimate,ZCTA5 94131!!Median income (dollars)!!Estimate,ZCTA5 94132!!Median income (dollars)!!Estimate,ZCTA5 94133!!Median income (dollars)!!Estimate,ZCTA5 94134!!Median income (dollars)!!Estimate,ZCTA5 94158!!Median income (dollars)!!Estimate,ZCTA5 94188!!Median income (dollars)!!Estimate
"62,388","111,028","47,386","250,000+","176,788","68,768","108,691","152,115","164,107","120,731","184,671","149,927","145,931","190,444","157,143","132,519","141,760","211,854","76,341","200,082",-,"236,445","96,000","196,571","104,537","77,652","104,247","180,208",-
